Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionBeforeStoreOpened,PromoInterval0,PromoInterval1,PromoInterval2,PromoInterval3
838,d,c,6890.0,1,1900,1,48,2011,"Mar,Jun,Sept,Dec",1,3,6,9,12
839,c,a,240.0,1,2015,0,0,0,"0,0,0,0",0,0,0,0,0
840,a,a,1070.0,9,2009,0,0,0,"0,0,0,0",0,0,0,0,0
841,a,a,27650.0,8,2004,0,0,0,"0,0,0,0",0,0,0,0,0
842,d,c,1200.0,11,2007,0,0,0,"0,0,0,0",0,0,0,0,0
843,c,a,60.0,4,2006,0,0,0,"0,0,0,0",0,0,0,0,0
844,a,a,2030.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
845,d,a,7860.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
846,a,c,8860.0,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
847,c,c,190.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
848,a,c,370.0,7,2007,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
849,c,c,5000.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
850,d,a,1120.0,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
851,d,c,2330.0,1,1900,1,49,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
852,c,a,940.0,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
853,a,a,14040.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
854,c,a,4770.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
855,a,a,3440.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
856,a,a,3020.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
857,c,a,6270.0,8,2005,1,23,2014,"Mar,Jun,Sept,Dec",0,3,6,9,12
858,a,a,3370.0,12,2008,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
859,c,a,21770.0,7,2015,0,0,0,"0,0,0,0",0,0,0,0,0
860,c,c,5980.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
861,c,c,740.0,1,1900,1,14,2013,"Mar,Jun,Sept,Dec",1,3,6,9,12
862,a,c,2840.0,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
863,a,c,21370.0,11,2010,0,0,0,"0,0,0,0",0,0,0,0,0
864,a,a,1020.0,10,2012,1,45,2009,"Feb,May,Aug,Nov",0,2,5,8,11
865,d,c,2640.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
866,d,a,9680.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
867,d,c,21810.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
868,d,c,1360.0,8,2005,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
869,c,a,230.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
870,a,a,780.0,4,2009,0,0,0,"0,0,0,0",0,0,0,0,0
871,d,c,10620.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
872,a,c,3860.0,9,2014,1,23,2015,"Mar,Jun,Sept,Dec",0,3,6,9,12
873,a,a,2040.0,11,2008,0,0,0,"0,0,0,0",0,0,0,0,0
874,a,a,3210.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
875,d,a,5070.0,11,2007,1,18,2015,"Feb,May,Aug,Nov",0,2,5,8,11
876,a,a,21790.0,4,2005,1,18,2015,"Feb,May,Aug,Nov",0,2,5,8,11
877,a,c,29190.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
878,d,c,1100.0,12,2014,0,0,0,"0,0,0,0",0,0,0,0,0
879,d,a,75860.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
880,a,c,4570.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
881,a,a,180.0,3,2008,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
882,a,a,30.0,4,2013,0,0,0,"0,0,0,0",0,0,0,0,0
883,a,a,3200.0,6,2005,0,0,0,"0,0,0,0",0,0,0,0,0
884,d,c,7550.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
885,a,a,480.0,12,2005,0,0,0,"0,0,0,0",0,0,0,0,0
886,a,c,12430.0,10,2004,0,0,0,"0,0,0,0",0,0,0,0,0
887,d,a,19700.0,1,1900,1,37,2009,"Jan,Apr,Jul,Oct",1,1,4,7,10
888,d,a,4450.0,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
889,d,a,18670.0,12,2005,0,0,0,"0,0,0,0",0,0,0,0,0
890,a,a,4450.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
891,a,c,350.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
892,a,a,19370.0,4,2002,0,0,0,"0,0,0,0",0,0,0,0,0
893,a,a,130.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
894,a,a,190.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
895,a,c,4150.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
896,a,c,170.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
897,c,c,3290.0,1,2007,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
898,a,a,18540.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
899,d,a,2590.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
900,a,a,3920.0,4,2005,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
901,a,c,3170.0,4,2014,0,0,0,"0,0,0,0",0,0,0,0,0
902,a,a,310.0,5,2015,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
903,d,c,7290.0,9,2014,0,0,0,"0,0,0,0",0,0,0,0,0
904,d,c,570.0,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
905,a,a,90.0,6,2014,0,0,0,"0,0,0,0",0,0,0,0,0
906,a,a,90.0,7,2010,0,0,0,"0,0,0,0",0,0,0,0,0
907,a,c,250.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
908,a,a,1980.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
909,a,c,1680.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
910,d,c,12480.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
911,a,c,16490.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
912,c,c,3100.0,5,2010,0,0,0,"0,0,0,0",0,0,0,0,0
913,a,a,280.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
914,c,c,2640.0,4,2011,1,22,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
915,d,c,650.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
916,a,a,90.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
917,a,a,7240.0,2,2010,0,0,0,"0,0,0,0",0,0,0,0,0
918,a,c,18710.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
919,a,a,2620.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
920,a,a,850.0,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
921,a,a,840.0,9,2006,0,0,0,"0,0,0,0",0,0,0,0,0
922,d,a,2110.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
923,a,a,280.0,9,2008,0,0,0,"0,0,0,0",0,0,0,0,0
924,a,a,6420.0,4,2011,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
925,c,a,470.0,3,2007,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
926,d,c,5150.0,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
927,a,a,480.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
928,d,c,1090.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
929,a,c,4820.0,9,2013,0,0,0,"0,0,0,0",0,0,0,0,0
930,a,a,70.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
931,a,c,1480.0,9,2011,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
932,a,a,15700.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
933,a,c,6270.0,2,2005,0,0,0,"0,0,0,0",0,0,0,0,0
934,a,c,5460.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
935,a,c,22350.0,6,2010,0,0,0,"0,0,0,0",0,0,0,0,0
936,a,a,580.0,2,2008,0,0,0,"0,0,0,0",0,0,0,0,0
937,d,a,2810.0,1,1900,1,10,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
938,a,a,2820.0,9,2009,0,0,0,"0,0,0,0",0,0,0,0,0
939,d,a,1340.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
940,d,c,6470.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
941,a,a,1200.0,12,2011,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
942,d,c,6860.0,1,1900,1,18,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
943,d,c,18020.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
944,c,a,1670.0,7,2015,0,0,0,"0,0,0,0",0,0,0,0,0
945,a,c,12480.0,3,2011,0,0,0,"0,0,0,0",0,0,0,0,0
946,a,a,2220.0,12,2011,1,14,2015,"Jan,Apr,Jul,Oct",0,1,4,7,10
947,a,a,460.0,3,2014,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
948,b,b,1430.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
949,a,a,870.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
950,a,a,8460.0,11,1994,0,0,0,"0,0,0,0",0,0,0,0,0
951,d,c,710.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
952,d,c,6300.0,10,2013,0,0,0,"0,0,0,0",0,0,0,0,0
953,a,a,19830.0,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",0,3,6,9,12
954,a,a,390.0,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
955,d,c,1690.0,7,2009,1,36,2013,"Mar,Jun,Sept,Dec",0,3,6,9,12
956,a,a,2330.0,10,2014,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
957,d,c,1420.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
958,a,a,440.0,11,2013,0,0,0,"0,0,0,0",0,0,0,0,0
959,a,c,1060.0,12,2005,0,0,0,"0,0,0,0",0,0,0,0,0
960,d,a,8990.0,1,1900,1,31,2009,"Feb,May,Aug,Nov",1,2,5,8,11
961,d,c,9430.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
962,c,a,260.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
963,a,c,23620.0,11,2013,0,0,0,"0,0,0,0",0,0,0,0,0
964,a,a,270.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
965,a,c,110.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
966,a,a,760.0,2,2008,0,0,0,"0,0,0,0",0,0,0,0,0
967,a,c,3560.0,9,2013,1,36,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
968,c,a,1190.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
969,a,c,600.0,11,1999,1,10,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
970,a,a,910.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
971,c,a,1140.0,5,2011,1,14,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
972,a,a,14960.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
973,d,c,330.0,1,1900,1,28,2012,"Jan,Apr,Jul,Oct",1,1,4,7,10
974,a,a,150.0,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
975,a,c,9630.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
976,a,a,4180.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
977,a,a,520.0,9,2005,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
978,c,c,3890.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
979,a,c,2270.0,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
980,a,a,4420.0,9,2005,0,0,0,"0,0,0,0",0,0,0,0,0
981,d,c,2620.0,11,2002,0,0,0,"0,0,0,0",0,0,0,0,0
982,d,a,21930.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
983,a,a,40.0,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
984,c,a,440.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
985,c,c,490.0,5,2007,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
986,a,a,620.0,10,2014,1,18,2014,"Feb,May,Aug,Nov",0,2,5,8,11
987,c,a,1690.0,6,2007,0,0,0,"0,0,0,0",0,0,0,0,0
988,a,a,30.0,11,2012,0,0,0,"0,0,0,0",0,0,0,0,0
989,a,a,1640.0,6,2006,1,40,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
990,d,a,20930.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
991,a,a,1010.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
992,a,a,2480.0,7,1990,0,0,0,"0,0,0,0",0,0,0,0,0
993,d,c,3460.0,10,2013,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
994,a,a,2290.0,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
995,d,a,6560.0,12,2013,0,0,0,"0,0,0,0",0,0,0,0,0
996,c,a,2870.0,7,2015,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
997,d,c,5840.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
998,a,a,780.0,9,2005,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
999,d,c,15140.0,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",0,1,4,7,10
1000,a,c,2230.0,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1001,c,a,19640.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
1002,d,c,1130.0,11,2008,0,0,0,"0,0,0,0",0,0,0,0,0
1003,a,a,170.0,7,2013,1,27,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
1004,d,c,970.0,1,1900,1,9,2011,"Mar,Jun,Sept,Dec",1,3,6,9,12
1005,a,a,6480.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1006,c,c,3890.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
1007,c,c,4180.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
1008,a,c,30.0,9,2010,0,0,0,"0,0,0,0",0,0,0,0,0
1009,a,a,230.0,7,2004,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1010,d,c,4610.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",0,2,5,8,11
1011,a,c,490.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
1012,d,c,6330.0,6,2004,1,39,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
1013,a,a,630.0,2,2015,1,31,2013,"Feb,May,Aug,Nov",0,2,5,8,11
1014,a,c,210.0,1,1900,1,31,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
1015,d,c,9910.0,12,2010,1,9,2011,"Mar,Jun,Sept,Dec",0,3,6,9,12
1016,c,c,550.0,1,1900,1,35,2010,"Mar,Jun,Sept,Dec",1,3,6,9,12
1017,c,a,110.0,11,2008,0,0,0,"0,0,0,0",0,0,0,0,0
1018,c,c,140.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
1019,d,c,2740.0,7,2014,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
1020,a,a,40.0,8,2015,0,0,0,"0,0,0,0",0,0,0,0,0
1021,a,a,1080.0,5,2011,0,0,0,"0,0,0,0",0,0,0,0,0
1022,a,c,1520.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1023,c,a,3740.0,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1024,c,c,1990.0,1,2012,0,0,0,"0,0,0,0",0,0,0,0,0
1025,a,a,720.0,11,2009,0,0,0,"0,0,0,0",0,0,0,0,0
1026,c,a,450.0,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
1027,a,c,190.0,6,2008,1,40,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1028,a,a,150.0,1,1900,1,31,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
1029,a,a,1590.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
1030,a,a,36410.0,4,2008,0,0,0,"0,0,0,0",0,0,0,0,0
1031,d,a,590.0,5,2001,0,0,0,"0,0,0,0",0,0,0,0,0
1032,d,c,270.0,2,2013,1,40,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
1033,a,a,7680.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
1034,a,a,13750.0,4,2015,0,0,0,"0,0,0,0",0,0,0,0,0
1035,a,a,27150.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1036,d,c,9560.0,1,1900,1,36,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
1037,a,c,150.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1038,d,a,17290.0,10,2013,0,0,0,"0,0,0,0",0,0,0,0,0
1039,a,c,70.0,6,1990,1,22,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
1040,a,a,4030.0,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1041,c,a,1600.0,8,2013,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1042,a,a,3440.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
1043,c,a,420.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
1044,c,a,240.0,4,2015,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
1045,a,c,26990.0,12,2013,0,0,0,"0,0,0,0",0,0,0,0,0
1046,d,c,29070.0,4,2005,0,0,0,"0,0,0,0",0,0,0,0,0
1047,a,a,3750.0,1,1900,1,45,2009,"Feb,May,Aug,Nov",1,2,5,8,11
1048,d,c,1860.0,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
1049,a,a,370.0,7,2012,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1050,d,c,13170.0,8,2014,1,9,2011,"Mar,Jun,Sept,Dec",0,3,6,9,12
1051,c,a,200.0,7,1998,1,1,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
1052,a,c,5080.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
1053,a,a,1710.0,7,2015,0,0,0,"0,0,0,0",0,0,0,0,0
1054,a,c,13190.0,1,1900,1,45,2013,"Feb,May,Aug,Nov",1,2,5,8,11
1055,c,a,1980.0,4,2009,0,0,0,"0,0,0,0",0,0,0,0,0
1056,d,c,5350.0,1,1900,1,40,2012,"Jan,Apr,Jul,Oct",1,1,4,7,10
1057,d,c,3230.0,11,2011,0,0,0,"0,0,0,0",0,0,0,0,0
1058,a,c,180.0,1,1900,1,35,2010,"Mar,Jun,Sept,Dec",1,3,6,9,12
1059,c,a,3380.0,4,2013,0,0,0,"0,0,0,0",0,0,0,0,0
1060,a,c,3430.0,1,1900,1,31,2013,"Feb,May,Aug,Nov",1,2,5,8,11
1061,d,c,8110.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1062,d,a,190.0,9,2012,1,40,2012,"Feb,May,Aug,Nov",0,2,5,8,11
1063,a,c,6250.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1064,a,c,420.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1065,a,a,1290.0,1,1900,1,35,2011,"Mar,Jun,Sept,Dec",1,3,6,9,12
1066,a,a,3350.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1067,d,c,12020.0,7,2009,0,0,0,"0,0,0,0",0,0,0,0,0
1068,d,c,5010.0,1,1900,1,5,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
1069,a,c,18050.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
1070,c,c,400.0,10,2008,0,0,0,"0,0,0,0",0,0,0,0,0
1071,a,a,820.0,3,2012,1,35,2012,"Mar,Jun,Sept,Dec",0,3,6,9,12
1072,a,c,5380.0,8,2015,1,5,2010,"Feb,May,Aug,Nov",0,2,5,8,11
1073,a,c,1710.0,1,1900,1,44,2012,"Jan,Apr,Jul,Oct",1,1,4,7,10
1074,c,c,3330.0,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1075,a,c,1410.0,10,2013,0,0,0,"0,0,0,0",0,0,0,0,0
1076,a,c,90.0,1,1900,1,1,2013,"Jan,Apr,Jul,Oct",1,1,4,7,10
1077,a,a,3750.0,11,2001,1,35,2010,"Mar,Jun,Sept,Dec",0,3,6,9,12
1078,d,c,670.0,1,1900,1,40,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
1079,a,a,16680.0,1,1900,1,37,2009,"Jan,Apr,Jul,Oct",1,1,4,7,10
1080,a,a,2410.0,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",1,1,4,7,10
1081,b,a,400.0,3,2006,0,0,0,"0,0,0,0",0,0,0,0,0
1082,c,a,440.0,4,2002,0,0,0,"0,0,0,0",0,0,0,0,0
1083,d,c,11540.0,1,1900,1,5,2013,"Feb,May,Aug,Nov",1,2,5,8,11
1084,a,a,190.0,1,1900,1,13,2010,"Jan,Apr,Jul,Oct",1,1,4,7,10
1085,c,a,4030.0,2,2015,0,0,0,"0,0,0,0",0,0,0,0,0
1086,a,a,180.0,11,2013,1,18,2011,"Feb,May,Aug,Nov",0,2,5,8,11
1087,d,c,2210.0,11,2011,0,0,0,"0,0,0,0",0,0,0,0,0
1088,a,a,4300.0,3,2009,1,27,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
1089,d,a,5220.0,5,2009,0,0,0,"0,0,0,0",0,0,0,0,0
1090,a,a,330.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
1091,a,c,9990.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1092,a,a,300.0,7,2000,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1093,c,c,10450.0,6,2009,0,0,0,"0,0,0,0",0,0,0,0,0
1094,d,a,2380.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1095,a,a,690.0,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1096,a,c,1130.0,1,1900,1,10,2014,"Mar,Jun,Sept,Dec",1,3,6,9,12
1097,b,b,720.0,3,2002,0,0,0,"0,0,0,0",0,0,0,0,0
1098,a,a,1830.0,11,2004,0,0,0,"0,0,0,0",0,0,0,0,0
1099,a,c,200.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
1100,a,a,540.0,1,1900,1,14,2011,"Jan,Apr,Jul,Oct",1,1,4,7,10
1101,d,c,4060.0,9,2012,0,0,0,"0,0,0,0",0,0,0,0,0
1102,a,a,850.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",0,1,4,7,10
1103,d,c,1340.0,10,2006,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
1104,d,a,260.0,2,2012,1,14,2011,"Jan,Apr,Jul,Oct",0,1,4,7,10
1105,c,c,330.0,11,2008,1,5,2013,"Feb,May,Aug,Nov",0,2,5,8,11
1106,a,c,5330.0,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
1107,a,a,1400.0,6,2012,1,13,2010,"Jan,Apr,Jul,Oct",0,1,4,7,10
1108,a,a,540.0,4,2004,0,0,0,"0,0,0,0",0,0,0,0,0
1109,c,a,3490.0,4,2011,1,22,2012,"Jan,Apr,Jul,Oct",0,1,4,7,10
1110,c,c,900.0,9,2010,0,0,0,"0,0,0,0",0,0,0,0,0
1111,a,a,1900.0,6,2014,1,31,2013,"Jan,Apr,Jul,Oct",0,1,4,7,10
1112,c,c,1880.0,4,2006,0,0,0,"0,0,0,0",0,0,0,0,0
1113,a,c,9260.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1114,a,c,870.0,1,1900,0,0,0,"0,0,0,0",1,0,0,0,0
1115,d,c,5350.0,1,1900,1,22,2012,"Mar,Jun,Sept,Dec",1,3,6,9,12
